time,open,high,low,close,adjClose,volume,ma_90,mom_10,mom_30,prediction,fees,pnl,capital,benchmark,score,position,fees,pnl,capital,total_profit,total_loss,count_profit,count_loss
2015-01-02 00:00:00,111.389999,111.440002,107.349998,109.330002,100.4543,53204600.0,100.4543,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-05 00:00:00,108.290001,108.650002,105.410004,106.25,97.624336,64285500.0,99.03931800000001,0.0,0.0,0.5,0.0,0.0,0.0,-2.829964000000004,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-06 00:00:00,106.540001,107.43,104.629997,106.260002,97.633545,65797100.0,98.57072699999999,0.0,0.0,0.5,0.0,0.0,0.0,-2.8207550000000055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-07 00:00:00,107.199997,108.199997,106.699997,107.75,99.002556,40105900.0,98.67868425,0.0,0.0,0.5,0.0,0.0,0.0,-1.451744000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-08 00:00:00,109.230003,112.150002,108.699997,111.889999,102.80648,59364500.0,99.5042434,0.0,0.0,0.5,0.0,0.0,0.0,2.35217999999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-09 00:00:00,112.669998,113.25,110.209999,112.010002,102.916725,53699500.0,100.07299033333334,0.0,0.0,0.5,0.0,0.0,0.0,2.462424999999996,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-12 00:00:00,112.599998,112.629997,108.800003,109.25,100.380791,49650800.0,100.11696185714287,0.0,0.0,0.5,0.0,0.0,0.0,-0.07350900000000138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-13 00:00:00,111.43,112.800003,108.910004,110.220001,101.272049,67091900.0,100.26134775000001,0.0,0.0,0.5,0.0,0.0,0.0,0.8177489999999921,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-14 00:00:00,109.040001,110.489998,108.5,109.800003,100.886154,48956600.0,100.33077066666668,0.0,0.0,0.5,0.0,0.0,0.0,0.4318540000000013,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-15 00:00:00,110.0,110.059998,106.660004,106.82,98.148056,60014000.0,100.11249920000002,0.0,0.0,0.5,0.0,0.0,0.0,-2.3062440000000066,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-16 00:00:00,107.029999,107.580002,105.199997,105.989998,97.385445,78513300.0,99.8645851818182,-0.2447043532260218,0.0,0.5,0.0,0.0,0.0,-3.0688549999999992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-19 00:00:00,107.029999,107.580002,105.199997,105.989998,97.385445,78513300.0,99.65799016666669,-0.254113481181073,0.0,0.5,0.0,0.0,0.0,-3.0688549999999992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-20 00:00:00,107.839996,108.970001,106.5,108.720001,99.893822,49899900.0,99.6761310769231,0.9002454441681351,0.0,0.5,0.0,0.0,0.0,-0.5604780000000034,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-21 00:00:00,108.949997,111.059998,108.269997,109.550003,100.656441,48575900.0,99.74615321428574,-2.0913457984360395,0.0,0.5,0.0,0.0,0.0,0.20214099999999746,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-22 00:00:00,110.260002,112.470001,109.720001,112.400002,103.275063,53796400.0,99.9814138666667,0.348182474714398,0.0,0.5,0.0,0.0,0.0,2.8207629999999995,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-23 00:00:00,112.300003,113.75,111.529999,112.980003,103.807991,46464800.0,100.22057493750002,3.4141990373437014,0.0,0.5,0.0,0.0,0.0,3.3536909999999978,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-26 00:00:00,113.739998,114.360001,112.800003,113.099998,103.918228,55615000.0,100.43808394117649,2.6129411087554955,0.0,0.5,0.0,0.0,0.0,3.4639279999999957,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-27 00:00:00,112.419998,112.480003,109.029999,109.139999,100.279716,95568700.0,100.42928572222223,-0.6011112288015319,0.0,0.5,0.0,0.0,0.0,-0.17458400000001006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-28 00:00:00,117.629997,118.120003,115.309998,115.309998,105.948822,146477100.0,100.71978763157897,7.947957726233534,0.0,0.5,0.0,0.0,0.0,5.4945220000000035,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-29 00:00:00,116.32,119.190002,115.559998,118.900002,109.247391,84436400.0,101.14616780000001,12.180409505753143,0.0,0.5,0.0,0.0,0.0,8.79309099999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-30 00:00:00,118.400002,120.0,116.849998,117.160004,107.648643,83745500.0,101.45580947619048,10.538739130883478,0.0,0.5,0.0,0.0,0.0,7.1943430000000035,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-02 00:00:00,118.050003,119.169998,116.080002,118.629997,108.999298,62739100.0,101.79869531818184,9.115154288520454,0.0,0.5,0.0,0.0,0.0,8.544997999999993,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-03 00:00:00,118.5,119.089996,117.610001,118.650002,109.017654,51915700.0,102.11256308695656,8.306684517089158,0.0,0.5,0.0,0.0,0.0,8.56335399999999,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-02-04 00:00:00,118.5,120.510002,118.309998,119.559998,109.853806,70149700.0,102.43511487500002,6.370117634302486,0.0,0.5,0.0,0.0,0.0,9.399506000000002,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
