time,score,pnl,capital,portfolio_value,variance,capitalUsage,maxDrawdown,total_profit,total_loss,count_profit,count_loss
2015-03-13 00:00:00,-1.4356761684871782,-5.9036259999999885,1000.0,994.096374,0.4246117118463125,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 6.078881000000024}",2.509024999999994,8.412650999999983,4,5
2015-03-16 00:00:00,-1.3987585287823072,-5.9036259999999885,1000.0,994.096374,0.41719457853416436,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 6.078881000000024}",2.509024999999994,8.412650999999983,4,5
2015-03-17 00:00:00,-1.3528147755088715,-5.9036259999999885,1000.0,994.096374,0.4100297987152132,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 6.078881000000024}",2.509024999999994,8.412650999999983,4,5
2015-03-18 00:00:00,-1.327034274853603,-5.9036259999999885,1000.0,994.096374,0.40310484511813127,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 6.078881000000024}",2.509024999999994,8.412650999999983,4,5
2015-03-19 00:00:00,-1.3440889908735447,-5.9036259999999885,888.26901325,994.096374,0.39640799562501355,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 6.078881000000024}",2.509024999999994,8.412650999999983,4,5
2015-03-20 00:00:00,-1.3764743229075092,-7.3795399999999916,889.6711315499999,992.62046,0.42974476727649674,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 7.37954000000002}",2.509024999999994,9.888564999999986,4,6
2015-03-23 00:00:00,-1.4369246356306893,-6.171158999999989,999.9999999999999,993.828841,0.4489826766442777,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 7.37954000000002}",3.717405999999997,9.888564999999986,5,6
2015-03-24 00:00:00,-1.3760593879427039,-6.171158999999989,888.9788532499999,993.828841,0.4418305794506351,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 7.37954000000002}",3.717405999999997,9.888564999999986,5,6
2015-03-25 00:00:00,-1.4620239015404584,-9.224427999999989,891.8794588,990.775572,0.5960449164707937,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.224427999999989}",3.717405999999997,12.941833999999986,5,7
2015-03-26 00:00:00,-1.6518987543050063,-8.431130999999993,891.1258266499999,991.568869,0.5978331118119257,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.224427999999989}",4.510702999999992,12.941833999999986,6,7
2015-03-27 00:00:00,-1.636942947992992,-9.344353999999996,999.9999999999999,990.655646,0.603016205401191,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.344353999999953}",4.510702999999992,13.855056999999988,6,8
2015-03-30 00:00:00,-1.5798578037004996,-9.344353999999996,889.2592542999998,990.655646,0.5943952627797076,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.344353999999953}",4.510702999999992,13.855056999999988,6,8
2015-03-31 00:00:00,-1.6522950786256643,-7.554795999999996,890.9593343999999,992.445204,0.6374122647394425,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.344353999999953}",6.300260999999992,13.855056999999988,7,8
2015-04-01 00:00:00,-1.5335570920091963,-7.388750000000002,891.1170780999998,992.61125,0.6285279264030559,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.344353999999953}",6.466306999999986,13.855056999999988,8,8
2015-04-02 00:00:00,-1.4878248941854906,-8.375764000000004,890.1794147999998,991.624236,0.6347892885418738,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.344353999999953}",6.466306999999986,14.84207099999999,8,9
2015-04-03 00:00:00,-1.552990179262073,-8.375764000000004,890.1794147999998,991.624236,0.6259070689989481,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 9.344353999999953}",6.466306999999986,14.84207099999999,8,9
2015-04-06 00:00:00,-1.4921451399004286,-10.248338000000004,888.4004694999998,989.751662,0.6706178295919923,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",6.466306999999986,16.71464499999999,8,10
2015-04-07 00:00:00,-1.649334954167259,-9.012270000000001,999.9999999999998,990.98773,0.6844104447122609,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-08 00:00:00,-1.5850372063947096,-9.012270000000001,999.9999999999998,990.98773,0.6752368127296041,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-09 00:00:00,-1.553234452287905,-9.012270000000001,999.9999999999998,990.98773,0.6663043922205039,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-10 00:00:00,-1.5368187544033665,-9.012270000000001,999.9999999999998,990.98773,0.6576038574244957,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-13 00:00:00,-1.5442965087795077,-9.012270000000001,999.9999999999998,990.98773,0.6491263534396524,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-14 00:00:00,-1.5615008495467664,-9.012270000000001,999.9999999999998,990.98773,0.6408634671487443,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-15 00:00:00,-1.5464273501371488,-9.012270000000001,999.9999999999998,990.98773,0.6328072002497824,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-16 00:00:00,-1.5657276133280984,-9.012270000000001,889.4345302499997,990.98773,0.6249499442177289,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.24833799999999}",7.702374999999989,16.71464499999999,9,10
2015-04-17 00:00:00,-1.6164123699832587,-10.322153999999998,999.9999999999998,989.677846,0.6402731635847615,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.322153999999955}",7.702374999999989,18.024528999999987,9,11
2015-04-20 00:00:00,-1.5984032229115566,-10.322153999999998,888.1813937999998,989.677846,0.6326611463485828,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.322153999999955}",7.702374999999989,18.024528999999987,9,11
2015-04-21 00:00:00,-1.621329099546127,-9.685680000000005,888.7860440999998,990.31432,0.6304330785019092,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 10.322153999999955}",8.338848999999982,18.024528999999987,10,11
2015-04-22 00:00:00,-1.5324608734702863,-11.263064999999997,887.2875283499998,988.736935,0.6550543804134041,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 11.263064999999983}",8.338848999999982,19.60191399999998,10,12
2015-04-23 00:00:00,-1.5878743664976493,-12.231623999999996,886.3673972999998,987.768376,0.6595744389807227,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 12.23162400000001}",8.338848999999982,20.57047299999998,10,13
2015-04-24 00:00:00,-1.620213046079463,-12.794307000000003,885.8328484499998,987.205693,0.6562896744052577,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 12.794307000000003}",8.338848999999982,21.133155999999985,10,14
2015-04-27 00:00:00,-1.5840071689564685,-14.980449000000007,883.7560135499998,985.019551,0.7083946224326244,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",8.338848999999982,23.31929799999999,10,15
2015-04-28 00:00:00,-1.7497746614290792,-13.052593000000002,885.5874767499998,986.947407,0.7461710953370622,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",10.266704999999988,23.31929799999999,11,15
2015-04-29 00:00:00,-1.7168269907479594,-11.281504999999996,887.2700103499999,988.718495,0.7757953236247188,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",12.037792999999994,23.31929799999999,12,15
2015-04-30 00:00:00,-1.7526266702513957,-8.062168,890.3283804999999,991.937832,0.8904551387352097,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,23.31929799999999,13,15
2015-05-01 00:00:00,-1.4359156517005953,-11.567447000000001,999.9999999999999,988.432553,1.0251583088161675,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,26.82457699999999,13,16
2015-05-04 00:00:00,-1.6333402339035987,-11.567447000000001,887.2174335499999,988.432553,1.0139868337167515,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,26.82457699999999,13,16
2015-05-05 00:00:00,-1.7420216669395072,-14.242542,889.7587737999999,985.757458,1.0855019737045568,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,29.49967199999999,13,17
2015-05-06 00:00:00,-1.9584241957840365,-14.971264000000005,999.9999999999999,985.028736,1.080265953195704,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,30.228393999999994,13,18
2015-05-07 00:00:00,-1.9613227711908514,-14.971264000000005,999.9999999999999,985.028736,1.0691888344429765,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,30.228393999999994,13,18
2015-05-08 00:00:00,-1.8429920504171424,-14.971264000000005,999.9999999999999,985.028736,1.0583351178452827,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,30.228393999999994,13,18
2015-05-11 00:00:00,-1.9043081723529889,-14.971264000000005,999.9999999999999,985.028736,1.0476981629454651,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,30.228393999999994,13,18
2015-05-12 00:00:00,-1.9276647988739093,-14.971264000000005,999.9999999999999,985.028736,1.0372715875774041,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,30.228393999999994,13,18
2015-05-13 00:00:00,-1.9202690179634627,-14.971264000000005,999.9999999999999,985.028736,1.0270492555597872,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,30.228393999999994,13,18
2015-05-14 00:00:00,-1.7883078696812273,-14.971264000000005,886.5263512999999,985.028736,1.0170252650778957,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 14.980449000000021}",15.25712999999999,30.228393999999994,13,18
2015-05-15 00:00:00,-1.7952899437038572,-15.137997000000013,886.6847476499998,984.862003,1.0074978848997065,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",15.25712999999999,30.395127000000002,13,19
2015-05-18 00:00:00,-1.7516290139581685,-13.822659000000016,885.4351765499998,986.177341,1.0158038109322325,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",16.572467999999986,30.395127000000002,14,19
2015-05-19 00:00:00,-1.6901288814903208,-13.933812000000017,885.5407718999999,986.066188,1.006183484998896,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",16.572467999999986,30.506280000000004,14,20
2015-05-20 00:00:00,-1.696000028771454,-13.943066000000016,885.5495631999999,986.056934,0.996623745057591,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",16.572467999999986,30.515534000000002,14,21
2015-05-21 00:00:00,-1.6560875037684986,-12.711071000000018,884.3791679499999,987.2889289999999,1.0025069210448587,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",17.804462999999984,30.515534000000002,15,21
2015-05-22 00:00:00,-1.5695671967691107,-11.645840000000007,883.3671984999999,988.35416,1.0043488298744578,116.55072625000003,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",18.869693999999996,30.515534000000002,16,21
2015-05-25 00:00:00,-1.5218355276924795,-11.645840000000007,883.3671984999999,988.35416,0.994886947161097,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",18.869693999999996,30.515534000000002,16,21
2015-05-26 00:00:00,-1.5938043521878242,-14.350659000000007,885.9367765499999,985.649341,1.057449293758553,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",18.869693999999996,33.220353,16,22
2015-05-27 00:00:00,-1.6566633743488868,-12.10900500000001,883.8072052499999,987.890995,1.0965090943106568,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.111347999999992,33.220353,17,22
2015-05-28 00:00:00,-1.5602629426863144,-12.349835000000013,884.0359937499999,987.650165,1.0870151665106023,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.111347999999992,33.461183000000005,17,23
2015-05-29 00:00:00,-1.6106635242045788,-13.739277000000016,885.3559636499999,986.260723,1.0955911147786477,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.111347999999992,34.85062500000001,17,24
2015-06-01 00:00:00,-1.6713724993112458,-13.49844800000001,885.1271760999999,986.501552,1.086352070915813,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.352176999999998,34.85062500000001,18,24
2015-06-02 00:00:00,-1.6773873108159632,-14.03568700000001,885.6375531499999,985.964313,1.0794492262098925,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.352176999999998,35.38786400000001,18,25
2015-06-03 00:00:00,-1.6991480027113768,-13.887494000000018,999.9999999999999,986.1125059999999,1.0702007288266602,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.50036999999999,35.38786400000001,19,25
2015-06-04 00:00:00,-1.7169057205203733,-13.887494000000018,999.9999999999999,986.1125059999999,1.0609076619826603,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.50036999999999,35.38786400000001,19,25
2015-06-05 00:00:00,-1.742100956446311,-13.887494000000018,886.7903496499999,986.1125059999999,1.0517742754631034,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",21.50036999999999,35.38786400000001,19,25
2015-06-08 00:00:00,-1.7746944815622367,-13.100155000000015,887.5383217,986.899845,1.0483505129521429,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.287708999999992,35.38786400000001,20,25
2015-06-09 00:00:00,-1.7454105020951771,-12.748158000000018,887.87271885,987.251842,1.0405245169286277,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.63970599999999,35.38786400000001,21,25
2015-06-10 00:00:00,-1.6735502351664007,-14.100552000000022,886.58794455,985.899448,1.0479605018125422,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.63970599999999,36.74025800000001,21,26
2015-06-11 00:00:00,-1.7557299776377011,-13.831929000000017,1000.0,986.1680709999999,1.039864194404659,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,36.74025800000001,22,26
2015-06-12 00:00:00,-1.7975580138212588,-13.831929000000017,1000.0,986.1680709999999,1.0312686299669893,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,36.74025800000001,22,26
2015-06-15 00:00:00,-1.8083517446829662,-13.831929000000017,888.31270375,986.1680709999999,1.0228137659229235,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,36.74025800000001,22,26
2015-06-16 00:00:00,-1.7796520260769924,-14.461811000000026,1000.0,985.538189,1.0179086690057004,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,37.37014000000002,22,27
2015-06-17 00:00:00,-1.828127937417403,-14.461811000000026,1000.0,985.538189,1.0097281944492922,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,37.37014000000002,22,27
2015-06-18 00:00:00,-1.8034114935565984,-14.461811000000026,1000.0,985.538189,1.001677907090811,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,37.37014000000002,22,27
2015-06-19 00:00:00,-1.8600614920483727,-14.461811000000026,1000.0,985.538189,0.9937547300514435,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,37.37014000000002,22,27
2015-06-22 00:00:00,-1.814731004553586,-14.461811000000026,1000.0,985.538189,0.9859556824399346,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,37.37014000000002,22,27
2015-06-23 00:00:00,-1.8401599008665763,-14.461811000000026,888.21590825,985.538189,0.9782778756474353,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",22.908328999999995,37.37014000000002,22,27
2015-06-24 00:00:00,-1.7940129804316252,-13.46140600000004,1000.0,986.538594,0.9788253460266844,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",23.90873399999998,37.37014000000002,23,27
2015-06-25 00:00:00,-1.7627491162581945,-13.46140600000004,887.80230485,986.538594,0.9712738291956406,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",23.90873399999998,37.37014000000002,23,27
2015-06-26 00:00:00,-1.794005050429983,-12.76667300000004,1000.0,987.2333269999999,0.9676805647604962,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",24.60346699999998,37.37014000000002,24,27
2015-06-29 00:00:00,-1.8569728275531465,-12.76667300000004,890.41587835,987.2333269999999,0.9603003714785368,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",24.60346699999998,37.37014000000002,24,27
2015-06-30 00:00:00,-1.8115569508960212,-13.600353000000041,889.6238823499999,986.399647,0.9585250390963084,116.63280150000014,"{'maxPortfolioValue': 1000.0, 'maxDrawdown': 15.137997000000041}",24.60346699999998,38.20382000000002,24,28
